# emapper version: emapper-1.0.3 emapper DB: 4.5.1
# command: ./emapper.py  -i ../Amillepora.proteins.fa --output Amillepora_euk -d euk --usemem --cpu 60
# time: Tue Oct  2 21:05:37 2018
#query_name	eggNOG annot
Amillepora08135	astacin-like metalloendopeptidase (M12 family)
Amillepora08133	EF-hand calcium binding domain 10
Amillepora08128	transmembrane protein 63C
Amillepora08130	OTU domain containing 4
Amillepora08142	NA
Amillepora08147	TBC1 domain containing kinase
Amillepora08137	NA
Amillepora08150	Kinesin family member 3a
Amillepora08140	NA
Amillepora08138	NA
Amillepora08146	Arginyl-trna synthetase
Amillepora08141	NA
Amillepora08153	Inherit from KOG: Growth factor receptor
Amillepora08151	protein Hydra magnipapillata
Amillepora08154	NA
Amillepora08162	protein Hydra magnipapillata
Amillepora08156	Pao retrotransposon peptidase 
Amillepora08157	Inherit from KOG: Growth factor receptor
Amillepora08155	Pao retrotransposon peptidase 
Amillepora08165	NA
Amillepora08163	NA
Amillepora08159	Pao retrotransposon peptidase 
Amillepora08158	Inherit from euNOG: solute carrier family 17
Amillepora08173	NA
Amillepora08174	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora08170	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora08171	Pao retrotransposon peptidase 
Amillepora08168	Pao retrotransposon peptidase 
Amillepora08184	Inherit from KOG: Growth factor receptor
Amillepora08179	protein Hydra magnipapillata
Amillepora08183	Inherit from KOG: Growth factor receptor
Amillepora08182	integrase core domain protein
Amillepora08176	MULE transposase domain
Amillepora08185	NA
Amillepora08218	NA
Amillepora08219	Tachykinin receptor
Amillepora08211	NA
Amillepora08222	NA
Amillepora08224	NA
Amillepora08223	NA
Amillepora08232	Phosphodiesterase
Amillepora08236	May act as a scaffolding protein within caveolar membranes. Interacts directly with G-protein alpha subunits and can functionally regulate their activity (By similarity)
Amillepora08244	Dehydrogenase reductase (SDR family) X-linked
Amillepora08233	MAD2 mitotic arrest deficient-like 2 (yeast)
Amillepora08243	solute carrier family 15, member
Amillepora08242	SDA1 domain containing 1
Amillepora08239	lactamase, beta-like 1
Amillepora08240	Sterile alpha motif (SAM)/Pointed domain
Amillepora08246	Dehydrogenase reductase (SDR family) X-linked
Amillepora08250	scavenger receptor class B, member
Amillepora08249	Endonuclease/Exonuclease/phosphatase family
Amillepora08254	Polo-like kinase
Amillepora08253	contactin associated protein-like
Amillepora08247	inturned planar cell polarity effector homolog (Drosophila)
Amillepora08259	RNA binding motif protein 41
Amillepora08257	FIP1 like 1 (S. cerevisiae)
Amillepora08256	NA
Amillepora08258	scavenger receptor class B, member
Amillepora08267	mitochondrial import inner membrane, translocase subunit
Amillepora08265	t-box transcription factor
Amillepora08264	t-box transcription factor
Amillepora08278	KAZAL
Amillepora08275	KAZAL
Amillepora08273	KAZAL
Amillepora08271	KAZAL
Amillepora08268	KAZAL
Amillepora08272	Lectin C-type domain
Amillepora08283	nucleolar protein 8
Amillepora08285	HYR domain
Amillepora08284	mannan-binding lectin serine peptidase 1 (C4 C2 activating component of Ra-reactive factor)
Amillepora08286	trafficking protein particle complex
Amillepora08287	Pericentriolar material 1
Amillepora08291	kiaa1430
Amillepora08294	DTW domain containing 1
Amillepora08290	cytochrome P450
Amillepora08296	cytoplasmic linker associated protein
Amillepora08295	Eukaryotic translation elongation factor 1 delta (Guanine nucleotide exchange protein)
Amillepora08301	Component of the transcription regulatory histone acetylation (HAT) complex SAGA, a multiprotein complex that activates transcription by remodeling chromatin and mediating histone acetylation and deubiquitination. Within the SAGA complex, participates in a subcomplex that specifically deubiquitinates histone H2B. The SAGA complex is recruited to specific gene promoters by activators, where it is required for transcription
Amillepora08306	family with sequence similarity 221, member A
Amillepora08298	butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1
Amillepora08305	zinc finger SWIM-type containing 2
Amillepora08300	Chromosome 21 open reading frame 2
Amillepora08304	C1q and tumor necrosis factor related protein
Amillepora08303	WD repeat domain 37
Amillepora08309	Testis expressed 10
Amillepora08308	Transformation transcription domain-associated protein
Amillepora08312	5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)
Amillepora08318	Testis expressed 10
Amillepora08313	NA
Amillepora08317	5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)
Amillepora08316	5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)
Amillepora08327	phosphoglycerate dehydrogenase
Amillepora08323	sugar transporter
Amillepora08328	PleXin Domain containing
Amillepora08322	5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)
Amillepora08325	transformer 2 beta homolog (Drosophila)
Amillepora08329	PleXin Domain containing
Amillepora08326	Ankyrin repeat domain 54
Amillepora08332	TatD DNase domain containing
Amillepora08335	Eukaryotic aspartyl protease
Amillepora08333	Eukaryotic aspartyl protease
Amillepora08338	Eukaryotic aspartyl protease
Amillepora08346	Folate receptor
Amillepora08347	protein kinase, AMP-activated, gamma
Amillepora08349	Produces ATP from ADP in the presence of a proton gradient across the membrane (By similarity)
Amillepora08342	WH2 motif
Amillepora08339	dehydroascorbate reductase
Amillepora08345	excision repair cross-complementing rodent repair deficiency, complementation group 3
Amillepora08348	UDP-N-acetyl-alpha-D-galactosamine polypeptide N-acetylgalactosaminyltransferase
Amillepora08350	Glutamate receptor, ionotropic, N-methyl D-aspartate 1
Amillepora08351	chromosome 17 open reading frame 53
Amillepora08354	cytochrome P450
Amillepora08352	YdiU domain protein
Amillepora08360	Cadherins are calcium dependent cell adhesion proteins (By similarity)
Amillepora08363	Patatin-like phospholipase
Amillepora08358	Cadherins are calcium dependent cell adhesion proteins (By similarity)
Amillepora08361	Cadherins are calcium dependent cell adhesion proteins (By similarity)
Amillepora08366	E3 ubiquitin- protein ligase
Amillepora08365	ATP citrate lyase
Amillepora08369	Taurine catabolism dioxygenase TauD, TfdA family
Amillepora08368	Transhydrogenase
Amillepora08373	Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate- limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth
Amillepora08372	Carbohydrate
Amillepora08376	Telomerase, reverse transcriptase
Amillepora08375	Guanine nucleotide binding protein (G protein), alpha
Amillepora08370	Mannosidase, beta A, lysosomal
Amillepora08377	heavy chain
Amillepora08379	Interferon-related developmental regulator
Amillepora08387	Zinc finger protein
Amillepora08384	proprotein convertase subtilisin kexin type
Amillepora08386	ubiquitin-like with PHD and ring finger domains 2, E3 ubiquitin protein ligase
Amillepora08382	proprotein convertase subtilisin kexin type
Amillepora08394	cereblon
Amillepora08397	cadherin-like and PC-esterase domain containing 1
Amillepora08389	WD repeatcontaining protein
Amillepora08395	potassium intermediate small conductance calcium-activated channel, subfamily N, member
Amillepora08388	pleckstrin homology domain containing, family G (with RhoGef domain) member
Amillepora08393	DnaJ (Hsp40) homolog, subfamily B, member 9
Amillepora08401	Ligand for members of the frizzled family of seven transmembrane receptors (By similarity)
Amillepora08398	Raf-like Ras-binding domain
Amillepora08400	nudix (nucleoside diphosphate linked moiety X)-type motif
Amillepora08402	UDP-GlcNAc betaGal beta-1,3-N-acetylglucosaminyltransferase 5
Amillepora08412	Cyclin-dependent kinase-like
Amillepora08416	ATP-binding cassette, subfamily B (MDR TAP), member
Amillepora08413	rho GTPase activating protein
Amillepora08411	sh2 domain containing
Amillepora08435	resistance protein
Amillepora08432	Cholinergic receptor, nicotinic, alpha
Amillepora08428	bardet-biedl syndrome 7
Amillepora08431	SET
Amillepora08430	Acetylcholine Receptor
Amillepora08434	Cholinergic receptor, nicotinic, alpha
Amillepora08420	LATrophilin
Amillepora08429	potassium voltage-gated channel shaker-related subfamily member
Amillepora08423	EGF-like domain
Amillepora08425	Calcium-binding EGF domain
Amillepora08426	CUB domain containing protein 2
Amillepora08424	EGF-like domain
Amillepora08437	ribose-phosphate pyrophosphokinase
Amillepora08436	Fibroblast growth factor receptor
Amillepora08444	HMG (high mobility group) box
Amillepora08454	Ubiquitin-fold modifier 1
Amillepora08441	mitogen-activated protein kinase 8 interacting protein 3
Amillepora08450	Histone acetyltransferase
Amillepora08456	aTPase, aminophospholipid transporter, class I, type
Amillepora08453	coronin 7
Amillepora08452	adenylate cyclase 9
Amillepora08457	Sin3A-associated protein, 30kDa
Amillepora08468	Potassium voltage-gated channel, subfamily H (Eag-related), member
Amillepora08467	Glucosamine-6-phosphate
Amillepora08472	Inherit from KOG: PTK7 protein tyrosine kinase 7
Amillepora08469	NEDD4 binding protein
Amillepora08471	ubiquitin-conjugating enzyme
Amillepora08466	SLX4 structure-specific endonuclease subunit homolog (S. cerevisiae)
Amillepora08459	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides
Amillepora08463	zinc finger
Amillepora08458	Exosome complex
Amillepora08465	GlcNAc 6-P deacetylase
Amillepora08473	SAM domain (Sterile alpha motif)
Amillepora08476	IQ
Amillepora08474	Ribosome biogenesis ATPase
Amillepora08480	Intraflagellar transport 74 homolog (Chlamydomonas)
Amillepora08485	NA
Amillepora08482	protein Hydra magnipapillata
Amillepora08505	(Nuclear factor (Erythroid-derived 2)-like
Amillepora08490	lactamase, beta-like 1
Amillepora08489	lactamase, beta-like 1
Amillepora08507	Ras-related protein
Amillepora08494	dna replication licensing factor
Amillepora08493	lactamase, beta-like 1
Amillepora08506	transcription factor
Amillepora08492	lactamase, beta-like 1
Amillepora08515	NA
Amillepora08516	synaptotagmin
Amillepora08510	chromosome 7 open reading frame 63
Amillepora08519	NA
Amillepora08513	smt3 suppressor of mif two 3 homolog
Amillepora08520	ankyrin repeat and LEM domain containing 2
Amillepora08514	male-specific lethal 1 homolog (Drosophila)
Amillepora08511	DNA polymerase
Amillepora08512	Methyltransferase like
Amillepora08518	NA
Amillepora08530	synaptotagmin
Amillepora08524	ubiquitin-conjugating enzyme E2Z
Amillepora08529	C2 domain
Amillepora08522	Tax1 (human T-cell leukemia virus type I) binding protein 1
Amillepora08525	be involved in pre-mRNA splicing (By similarity)
Amillepora08528	atp-dependent rna helicase
Amillepora08527	zinc finger and SCAN domain containing 20
Amillepora08521	JAZF zinc finger 1
Amillepora08534	Leo1, Paf1 RNA polymerase II complex component, homolog (S. cerevisiae)
Amillepora08531	transient receptor potential cation channel subfamily m member
Amillepora08533	adenosine deaminase
Amillepora08536	SRC kinase signaling inhibitor 1
Amillepora08535	Hexamethylene bis-acetamide inducible
Amillepora08543	Potassium channel subfamily K member
Amillepora08544	Synaptotagmin-like
Amillepora08540	Solute carrier family 35 member B1
Amillepora08541	Methyltransferase like
Amillepora08545	MICAL-like 1
Amillepora08546	Potassium channel subfamily K member
Amillepora08537	INO80 complex subunit D
Amillepora08542	MKI67 (FHA domain) interacting nucleolar phosphoprotein
Amillepora08539	ABI family, member 3
Amillepora08538	kiaa1715
Amillepora08550	Coenzyme Q10 homolog
Amillepora08560	interconversion of serine and glycine (By similarity)
Amillepora08555	10 kda heat shock protein
Amillepora08551	leucine rich repeat containing 46
Amillepora08564	Tyrosine 3-monooxygenase tryptophan 5-monooxygenase activation protein
Amillepora08565	Tyrosine 3-monooxygenase tryptophan 5-monooxygenase activation protein
Amillepora08557	KAT8 regulatory NSL complex subunit 1
Amillepora08559	Discs, large (Drosophila) homolog-associated protein
Amillepora08558	O-fucosyltransferase 2
Amillepora08566	DNA polymerase
Amillepora08554	heat shock protein
Amillepora08552	WAS WASL interacting protein family, member
Amillepora08563	dynactin 2 (p50)
Amillepora08561	tripartite motif containing 2
Amillepora08556	ATP synthase, H transporting, mitochondrial Fo complex, subunit
Amillepora08548	cAMP responsive element
Amillepora08549	Bardet-Biedl syndrome 12
Amillepora08547	chromosome 2 open reading frame 76
Amillepora08577	Calpain-like cysteine peptidase
Amillepora08587	Potassium voltage-gated channel, subfamily H (Eag-related), member
Amillepora08574	Transmembrane protein 98
Amillepora08571	Solute carrier family 38 member
Amillepora08568	AlkB, alkylation repair homolog 1 (E. coli)
Amillepora08576	zinc finger, CW type with PWWP domain 2
Amillepora08584	mannosidase alpha class
Amillepora08582	mannosidase alpha class
Amillepora08583	mannosidase alpha class
Amillepora08573	cytochrome
Amillepora08570	citrate synthase
Amillepora08579	fibroblast growth factor
Amillepora08575	Aldo/keto reductase family
Amillepora08585	WD repeat domain 12
Amillepora08567	60S ribosomal protein L27
Amillepora08569	solute carrier family 5 (sodium glucose cotransporter), member
Amillepora18680	pleckstrin homology domain containing, family G (with RhoGef domain) member
Amillepora18677	Inherit from KOG: transposon protein
Amillepora18681	Breast carcinoma amplified sequence 2
Amillepora18682	K06254 agrin
Amillepora18692	collagen, type
Amillepora18685	K06254 agrin
Amillepora18686	collagen, type
Amillepora18688	collagen, type
Amillepora18690	collagen, type
Amillepora18684	GON domain
Amillepora18695	Ribosomal protein
Amillepora18699	contactin associated protein-like
Amillepora18697	contactin associated protein-like
Amillepora18700	7 transmembrane receptor (Secretin family)
Amillepora18698	7 transmembrane receptor (Secretin family)
Amillepora18701	contactin associated protein-like
Amillepora18708	contactin associated protein-like
Amillepora18704	Inherit from KOG: Cytochrome p450
Amillepora18707	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora18705	contactin associated protein-like
Amillepora18709	7 transmembrane receptor (Secretin family)
Amillepora18702	7 transmembrane receptor (Secretin family)
Amillepora18710	contactin associated protein-like
Amillepora18712	contactin associated protein-like
Amillepora18716	contactin associated protein-like
Amillepora18713	7 transmembrane receptor (Secretin family)
Amillepora18715	7 transmembrane receptor (Secretin family)
Amillepora18711	7 transmembrane receptor (Secretin family)
Amillepora18717	7 transmembrane receptor (Secretin family)
Amillepora18714	contactin associated protein-like
Amillepora18724	Inherit from KOG: transposon protein
Amillepora18722	calmodulin-like 5
Amillepora18721	contactin associated protein-like
Amillepora18730	Ribosomal protein
Amillepora18732	Phosphodiesterase
